"list_name","name_choice","label_choice","name_new","country","type","name_question","label_question","column_name_new","type_question","label_choice.country"
"1_4_2_2","0","None",NA,"global","select_one 1_4_2_2","_1_4_2_7_6","Select the share of produced OTHER ON-FARM PRODUCT used for: Wasted/lost","use_percentage_other_wasted","select_one",NA
"1_4_2_2","0","None",NA,"global","select_one 1_4_2_2","_1_4_2_7_7","Select the share of produced OTHER ON-FARM PRODUCT used for: Other","use_percentage_other_other","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_2_1","Select the share of harvested CROPS (including perennial crops) used for: Household consumption","use_percentage_crops_household_consumption","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_2_2","Select the share of harvested CROPS (including perennial crops) used for: Own livestock consumption","use_percentage_crops_own_livestock_consumption","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_2_3","Select the share of harvested CROPS (including perennial crops) used for: Sales","use_percentage_crops_sales","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_2_4","Select the share of harvested CROPS (including perennial crops) used for: Gifts","use_percentage_crops_gift","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_2_5","Select the share of harvested CROPS (including perennial crops) used for: Wasted/lost","use_percentage_crops_wasted","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_2_6","Select the share of harvested CROPS (including perennial crops) used for: Other use","use_percentage_crops_other","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_3_1","Select the share of produced LIVESTOCK used for: Household consumption","use_percentage_livestock_household_consumption","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_3_3","Select the share of produced LIVESTOCK used for: Household use","use_percentage_livestock_own_livestock_consumption","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_3_4","Select the share of produced LIVESTOCK used for: Sales","use_percentage_livestock_sales","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_3_5","Select the share of produced LIVESTOCK used for: Gifts","use_percentage_livestock_gift","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_3_6","Select the share of produced LIVESTOCK used for: Wasted/lost","use_percentage_livestock_wasted","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_3_7","Select the share of produced LIVESTOCK used for: Other use","use_percentage_livestock_other","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_4_1","Select the share of produced FISH used for: Household consumption","use_percentage_fish_household_consumption","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_4_2","Select the share of produced FISH used for: Own livestock consumption","use_percentage_fish_own_fish_consumption","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_4_3","Select the share of produced FISH used for: Sales","use_percentage_fish_sales","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_4_4","Select the share of produced FISH used for: Gifts","use_percentage_fish_gift","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_4_5","Select the share of produced FISH used for: Wasted/lost","use_percentage_fish_wasted","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_4_6","Select the share of produced FISH used for: Other use","use_percentage_fish_other","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_5_1","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household use for cooking","use_percentage_trees_h_cooking","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_5_2","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household use for building","use_percentage_trees_h_building","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_5_3","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household use for heating","use_percentage_trees_h_heating","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_5_4","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household other use","use_percentage_trees_h_other","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_5_5","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Sales","use_percentage_trees_sales","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_5_6","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Gifts","use_percentage_trees_gift","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_5_7","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Wasted/lost","use_percentage_trees_wasted","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_5_8","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Other use","use_percentage_trees_other","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_6_1","Select the share of produced HONEY used for: Household consumption","use_percentage_honey_household_consumption","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_6_3","Select the share of produced HONEY used for: Sales","use_percentage_honey_sales","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_6_4","Select the share of produced HONEY used for: Gifts","use_percentage_honey_gift","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_6_5","Select the share of produced HONEY used for: Wasted/lost","use_percentage_honey_wasted","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_6_6","Select the share of produced HONEY used for: Other use","use_percentage_honey_other","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_7_1","Select the share of produced OTHER ON-FARM PRODUCT used for: Household consumption","use_percentage_other_household_consumption","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_7_2","Select the share of produced OTHER ON-FARM PRODUCT used for: Own livestock consumption","use_percentage_other_own_livestock_consumption","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_7_3","Select the share of produced OTHER ON-FARM PRODUCT used for: On-farm use","use_percentage_other_on_farm_use","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_7_4","Select the share of produced OTHER ON-FARM PRODUCT used for: Sales","use_percentage_other_sales","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_7_5","Select the share of produced OTHER ON-FARM PRODUCT used for: Gifts","use_percentage_other_gift","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_7_6","Select the share of produced OTHER ON-FARM PRODUCT used for: Wasted/lost","use_percentage_other_wasted","select_one",NA
"1_4_2_2","25","1-25%",NA,"global","select_one 1_4_2_2","_1_4_2_7_7","Select the share of produced OTHER ON-FARM PRODUCT used for: Other","use_percentage_other_other","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_2_1","Select the share of harvested CROPS (including perennial crops) used for: Household consumption","use_percentage_crops_household_consumption","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_2_2","Select the share of harvested CROPS (including perennial crops) used for: Own livestock consumption","use_percentage_crops_own_livestock_consumption","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_2_3","Select the share of harvested CROPS (including perennial crops) used for: Sales","use_percentage_crops_sales","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_2_4","Select the share of harvested CROPS (including perennial crops) used for: Gifts","use_percentage_crops_gift","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_2_5","Select the share of harvested CROPS (including perennial crops) used for: Wasted/lost","use_percentage_crops_wasted","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_2_6","Select the share of harvested CROPS (including perennial crops) used for: Other use","use_percentage_crops_other","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_3_1","Select the share of produced LIVESTOCK used for: Household consumption","use_percentage_livestock_household_consumption","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_3_3","Select the share of produced LIVESTOCK used for: Household use","use_percentage_livestock_own_livestock_consumption","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_3_4","Select the share of produced LIVESTOCK used for: Sales","use_percentage_livestock_sales","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_3_5","Select the share of produced LIVESTOCK used for: Gifts","use_percentage_livestock_gift","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_3_6","Select the share of produced LIVESTOCK used for: Wasted/lost","use_percentage_livestock_wasted","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_3_7","Select the share of produced LIVESTOCK used for: Other use","use_percentage_livestock_other","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_4_1","Select the share of produced FISH used for: Household consumption","use_percentage_fish_household_consumption","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_4_2","Select the share of produced FISH used for: Own livestock consumption","use_percentage_fish_own_fish_consumption","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_4_3","Select the share of produced FISH used for: Sales","use_percentage_fish_sales","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_4_4","Select the share of produced FISH used for: Gifts","use_percentage_fish_gift","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_4_5","Select the share of produced FISH used for: Wasted/lost","use_percentage_fish_wasted","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_4_6","Select the share of produced FISH used for: Other use","use_percentage_fish_other","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_5_1","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household use for cooking","use_percentage_trees_h_cooking","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_5_2","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household use for building","use_percentage_trees_h_building","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_5_3","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household use for heating","use_percentage_trees_h_heating","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_5_4","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household other use","use_percentage_trees_h_other","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_5_5","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Sales","use_percentage_trees_sales","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_5_6","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Gifts","use_percentage_trees_gift","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_5_7","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Wasted/lost","use_percentage_trees_wasted","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_5_8","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Other use","use_percentage_trees_other","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_6_1","Select the share of produced HONEY used for: Household consumption","use_percentage_honey_household_consumption","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_6_3","Select the share of produced HONEY used for: Sales","use_percentage_honey_sales","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_6_4","Select the share of produced HONEY used for: Gifts","use_percentage_honey_gift","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_6_5","Select the share of produced HONEY used for: Wasted/lost","use_percentage_honey_wasted","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_6_6","Select the share of produced HONEY used for: Other use","use_percentage_honey_other","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_7_1","Select the share of produced OTHER ON-FARM PRODUCT used for: Household consumption","use_percentage_other_household_consumption","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_7_2","Select the share of produced OTHER ON-FARM PRODUCT used for: Own livestock consumption","use_percentage_other_own_livestock_consumption","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_7_3","Select the share of produced OTHER ON-FARM PRODUCT used for: On-farm use","use_percentage_other_on_farm_use","select_one",NA
"1_4_2_2","50","26-50%",NA,"global","select_one 1_4_2_2","_1_4_2_7_4","Select the share of produced OTHER ON-FARM PRODUCT used for: Sales","use_percentage_other_sales","select_one",NA
